paper_id	paper_doi	researcher_group	journal	year	fig_pair	similarity_score	verdict	method	review_status	analyst	notes
UPD1-0773	10.1182/bld.upd1-0772	Hahn	Leukemia	2023	Fig.4A	0.8218	SIMILAR	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #16
UPD1-0774	10.1182/bld.upd1-0773	Ghobrial	Nature Medicine	2002	Fig.5B	0.5387	DISTINCT	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #16
UPD1-0775	10.1182/bld.upd1-0774	Carrasco	Cancer Cell	2010	Fig.8C	0.9859	DUPLICATE	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0776	10.1182/bld.upd1-0775	Glimcher	Nature Medicine	2016	Fig.2A	0.5762	DISTINCT	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0777	10.1182/bld.upd1-0776	Carrasco	Leukemia	2004	Fig.8A	0.7692	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #16
UPD1-0778	10.1182/bld.upd1-0777	Carrasco	Cancer Cell	2011	Fig.2C	0.8415	SIMILAR	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #16
UPD1-0779	10.1182/bld.upd1-0778	Carrasco	Cancer Cell	2006	Fig.3A	0.9247	SIMILAR	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #16
UPD1-0780	10.1182/bld.upd1-0779	Glimcher	Leukemia	1995	Fig.4A	0.9205	SIMILAR	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #16
UPD1-0781	10.1182/bld.upd1-0780	Carrasco	Science	1995	Fig.6C	0.6029	DISTINCT	ImageTwin_v2.2	reviewed	analyst_b	Update1 batch scan #16
UPD1-0782	10.1182/bld.upd1-0781	Hahn	Leukemia	2009	Fig.1A	0.9985	DUPLICATE	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #16
UPD1-0783	10.1182/bld.upd1-0782	Anderson	Science	2020	Fig.4A	0.9165	SIMILAR	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #16
UPD1-0784	10.1182/bld.upd1-0783	Glimcher	Nature Medicine	2013	Fig.6C	0.8314	SIMILAR	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #16
UPD1-0785	10.1182/bld.upd1-0784	Anderson	Cancer Cell	2009	Fig.2C	0.8924	SIMILAR	ImageTwin_v2.2	confirmed	analyst_b	Update1 batch scan #16
UPD1-0786	10.1182/bld.upd1-0785	Hahn	Science	2019	Fig.6A	0.9912	DUPLICATE	ImageTwin_v2.2	confirmed	analyst_c	Update1 batch scan #16
UPD1-0787	10.1182/bld.upd1-0786	Carrasco	Leukemia	2010	Fig.3A	0.7078	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0788	10.1182/bld.upd1-0787	Glimcher	Nature Medicine	2003	Fig.6A	0.9207	SIMILAR	ImageTwin_v2.2	reviewed	analyst_a	Update1 batch scan #16
UPD1-0789	10.1182/bld.upd1-0788	Ghobrial	Nature Medicine	1996	Fig.5C	0.6695	DISTINCT	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0790	10.1182/bld.upd1-0789	Hahn	Science	2013	Fig.3A	0.8564	SIMILAR	ImageTwin_v2.2	pending	analyst_b	Update1 batch scan #16
UPD1-0791	10.1182/bld.upd1-0790	Carrasco	Blood	2021	Fig.1B	0.674	DISTINCT	ImageTwin_v2.2	reviewed	analyst_c	Update1 batch scan #16
UPD1-0792	10.1182/bld.upd1-0791	Ghobrial	Blood	1998	Fig.2A	0.7707	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #16
UPD1-0793	10.1182/bld.upd1-0792	Hahn	Science	2007	Fig.1B	0.576	DISTINCT	ImageTwin_v2.2	confirmed	analyst_a	Update1 batch scan #16
UPD1-0794	10.1182/bld.upd1-0793	Glimcher	Blood	2014	Fig.1A	0.7703	DISTINCT	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0795	10.1182/bld.upd1-0794	Carrasco	Blood	2003	Fig.8A	0.6574	DISTINCT	ImageTwin_v2.2	disputed	analyst_c	Update1 batch scan #16
UPD1-0796	10.1182/bld.upd1-0795	Carrasco	Nature Medicine	2005	Fig.2C	0.8753	SIMILAR	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0797	10.1182/bld.upd1-0796	Glimcher	Science	2004	Fig.5A	0.972	DUPLICATE	ImageTwin_v2.2	disputed	analyst_a	Update1 batch scan #16
UPD1-0798	10.1182/bld.upd1-0797	Carrasco	Science	2013	Fig.8C	0.5372	DISTINCT	ImageTwin_v2.2	pending	analyst_a	Update1 batch scan #16
UPD1-0799	10.1182/bld.upd1-0798	Ghobrial	Nature Medicine	1995	Fig.3A	0.9964	DUPLICATE	ImageTwin_v2.2	disputed	analyst_b	Update1 batch scan #16
UPD1-0800	10.1182/bld.upd1-0799	Carrasco	Nature Medicine	1996	Fig.4B	0.5947	DISTINCT	ImageTwin_v2.2	pending	analyst_c	Update1 batch scan #16
