# contamination_rate: 23.0%
# original_record_count: 51203
# clean_record_count: 39426
# duplicate_count: 11777
# date_range: 2025-01-15 to 2025-02-28
duplicate_id,original_transaction_id,detected_date,affected_date_range
DUP006805,TXN030363,2025-01-19,2025-01-14 to 2025-01-19
DUP006912,TXN024195,2025-01-19,2025-01-18 to 2025-01-19
DUP006998,TXN025945,2025-01-19,2025-01-17 to 2025-01-19
DUP007059,TXN016126,2025-01-19,2025-01-16 to 2025-01-19
DUP007149,TXN012481,2025-01-19,2025-01-14 to 2025-01-19
DUP007287,TXN000694,2025-01-19,2025-01-17 to 2025-01-19
DUP007300,TXN008166,2025-01-19,2025-01-12 to 2025-01-19
DUP007357,TXN007645,2025-01-19,2025-01-18 to 2025-01-19
DUP007375,TXN031024,2025-01-19,2025-01-13 to 2025-01-19
DUP007412,TXN009704,2025-01-19,2025-01-18 to 2025-01-19
DUP007448,TXN005273,2025-01-19,2025-01-18 to 2025-01-19
DUP007550,TXN031209,2025-01-19,2025-01-14 to 2025-01-19
DUP007555,TXN022803,2025-01-19,2025-01-12 to 2025-01-19
DUP007585,TXN026271,2025-01-19,2025-01-14 to 2025-01-19
DUP007587,TXN021455,2025-01-19,2025-01-13 to 2025-01-19
DUP007592,TXN001086,2025-01-19,2025-01-18 to 2025-01-19
DUP007598,TXN003889,2025-01-19,2025-01-17 to 2025-01-19
DUP007631,TXN008902,2025-01-19,2025-01-14 to 2025-01-19
DUP007657,TXN021867,2025-01-19,2025-01-17 to 2025-01-19
DUP007707,TXN024580,2025-01-19,2025-01-16 to 2025-01-19
DUP007724,TXN033591,2025-01-19,2025-01-17 to 2025-01-19
DUP007735,TXN032401,2025-01-19,2025-01-15 to 2025-01-19
DUP007759,TXN019228,2025-01-19,2025-01-14 to 2025-01-19
DUP007830,TXN031510,2025-01-19,2025-01-18 to 2025-01-19
DUP007837,TXN013347,2025-01-19,2025-01-15 to 2025-01-19
DUP007870,TXN026085,2025-01-19,2025-01-16 to 2025-01-19
DUP007963,TXN007763,2025-01-19,2025-01-13 to 2025-01-19
DUP008021,TXN037459,2025-01-19,2025-01-14 to 2025-01-19
DUP008032,TXN030214,2025-01-19,2025-01-12 to 2025-01-19
DUP008105,TXN004660,2025-01-19,2025-01-18 to 2025-01-19
DUP008197,TXN029695,2025-01-19,2025-01-17 to 2025-01-19
DUP008239,TXN017061,2025-01-19,2025-01-15 to 2025-01-19
DUP008245,TXN004534,2025-01-19,2025-01-13 to 2025-01-19
DUP008358,TXN038185,2025-01-19,2025-01-17 to 2025-01-19
DUP008373,TXN018885,2025-01-19,2025-01-15 to 2025-01-19
DUP008400,TXN023155,2025-01-19,2025-01-12 to 2025-01-19
DUP008417,TXN033401,2025-01-19,2025-01-15 to 2025-01-19
DUP008439,TXN027778,2025-01-19,2025-01-18 to 2025-01-19
DUP008501,TXN030097,2025-01-19,2025-01-15 to 2025-01-19
DUP008516,TXN011942,2025-01-19,2025-01-16 to 2025-01-19
DUP008539,TXN029294,2025-01-19,2025-01-18 to 2025-01-19
DUP008638,TXN005695,2025-01-19,2025-01-14 to 2025-01-19
DUP008656,TXN006373,2025-01-19,2025-01-14 to 2025-01-19
DUP008711,TXN012974,2025-01-19,2025-01-16 to 2025-01-19
DUP008830,TXN008996,2025-01-19,2025-01-18 to 2025-01-19
DUP008869,TXN015352,2025-01-19,2025-01-18 to 2025-01-19
DUP008906,TXN017038,2025-01-19,2025-01-12 to 2025-01-19
DUP008985,TXN009057,2025-01-19,2025-01-13 to 2025-01-19
DUP009024,TXN027717,2025-01-19,2025-01-12 to 2025-01-19
DUP009040,TXN013401,2025-01-19,2025-01-17 to 2025-01-19
DUP009069,TXN015124,2025-01-19,2025-01-14 to 2025-01-19
DUP009274,TXN027645,2025-01-19,2025-01-15 to 2025-01-19
DUP009275,TXN006718,2025-01-19,2025-01-15 to 2025-01-19
DUP009365,TXN002325,2025-01-19,2025-01-17 to 2025-01-19
DUP009426,TXN023306,2025-01-19,2025-01-17 to 2025-01-19
DUP009464,TXN002639,2025-01-19,2025-01-15 to 2025-01-19
DUP009479,TXN008485,2025-01-19,2025-01-14 to 2025-01-19
DUP009622,TXN030729,2025-01-19,2025-01-15 to 2025-01-19
DUP009703,TXN029781,2025-01-19,2025-01-15 to 2025-01-19
DUP009743,TXN018772,2025-01-19,2025-01-16 to 2025-01-19
DUP009899,TXN015862,2025-01-19,2025-01-17 to 2025-01-19
DUP009938,TXN024547,2025-01-19,2025-01-16 to 2025-01-19
DUP009954,TXN005035,2025-01-19,2025-01-17 to 2025-01-19
DUP009956,TXN000993,2025-01-19,2025-01-16 to 2025-01-19
DUP010106,TXN034435,2025-01-19,2025-01-14 to 2025-01-19
DUP010144,TXN035478,2025-01-19,2025-01-15 to 2025-01-19
DUP010197,TXN036367,2025-01-19,2025-01-12 to 2025-01-19
DUP010300,TXN007367,2025-01-19,2025-01-15 to 2025-01-19
DUP010349,TXN024883,2025-01-19,2025-01-15 to 2025-01-19
DUP010355,TXN011244,2025-01-19,2025-01-18 to 2025-01-19
DUP010608,TXN029844,2025-01-19,2025-01-16 to 2025-01-19
DUP010609,TXN000933,2025-01-19,2025-01-18 to 2025-01-19
DUP010620,TXN021838,2025-01-19,2025-01-14 to 2025-01-19
DUP010676,TXN007209,2025-01-19,2025-01-12 to 2025-01-19
DUP010682,TXN001804,2025-01-19,2025-01-18 to 2025-01-19
DUP010736,TXN034154,2025-01-19,2025-01-13 to 2025-01-19
DUP010741,TXN018467,2025-01-19,2025-01-18 to 2025-01-19
DUP010748,TXN032891,2025-01-19,2025-01-12 to 2025-01-19
DUP010811,TXN020548,2025-01-19,2025-01-16 to 2025-01-19
DUP010896,TXN026174,2025-01-19,2025-01-18 to 2025-01-19
DUP010994,TXN025300,2025-01-19,2025-01-13 to 2025-01-19
DUP011006,TXN036952,2025-01-19,2025-01-13 to 2025-01-19
DUP011033,TXN033987,2025-01-19,2025-01-13 to 2025-01-19
DUP011058,TXN039227,2025-01-19,2025-01-17 to 2025-01-19
DUP011096,TXN011433,2025-01-19,2025-01-17 to 2025-01-19
DUP011112,TXN012281,2025-01-19,2025-01-15 to 2025-01-19
DUP011115,TXN005956,2025-01-19,2025-01-18 to 2025-01-19
DUP011194,TXN028368,2025-01-19,2025-01-17 to 2025-01-19
DUP011216,TXN028556,2025-01-19,2025-01-15 to 2025-01-19
DUP011238,TXN020887,2025-01-19,2025-01-15 to 2025-01-19
DUP011407,TXN023097,2025-01-19,2025-01-15 to 2025-01-19
DUP011426,TXN025720,2025-01-19,2025-01-14 to 2025-01-19
DUP011443,TXN008629,2025-01-19,2025-01-14 to 2025-01-19
DUP011560,TXN036413,2025-01-19,2025-01-12 to 2025-01-19
DUP011605,TXN028098,2025-01-19,2025-01-14 to 2025-01-19
DUP011628,TXN027797,2025-01-19,2025-01-18 to 2025-01-19
DUP011667,TXN011534,2025-01-19,2025-01-12 to 2025-01-19
DUP011764,TXN029460,2025-01-19,2025-01-17 to 2025-01-19
DUP000014,TXN000233,2025-01-20,2025-01-16 to 2025-01-20
DUP000019,TXN021415,2025-01-20,2025-01-13 to 2025-01-20
DUP000023,TXN029873,2025-01-20,2025-01-14 to 2025-01-20
DUP000027,TXN030927,2025-01-20,2025-01-19 to 2025-01-20
DUP000033,TXN014944,2025-01-20,2025-01-19 to 2025-01-20
DUP000075,TXN011397,2025-01-20,2025-01-18 to 2025-01-20
DUP000113,TXN021124,2025-01-20,2025-01-18 to 2025-01-20
DUP000142,TXN031971,2025-01-20,2025-01-17 to 2025-01-20
DUP000174,TXN011805,2025-01-20,2025-01-17 to 2025-01-20
DUP000182,TXN007431,2025-01-20,2025-01-17 to 2025-01-20
DUP000187,TXN017767,2025-01-20,2025-01-14 to 2025-01-20
DUP000223,TXN018518,2025-01-20,2025-01-14 to 2025-01-20
DUP000434,TXN007205,2025-01-20,2025-01-17 to 2025-01-20
DUP000501,TXN010080,2025-01-20,2025-01-19 to 2025-01-20
DUP000534,TXN033189,2025-01-20,2025-01-19 to 2025-01-20
DUP000584,TXN010077,2025-01-20,2025-01-19 to 2025-01-20
DUP000605,TXN020099,2025-01-20,2025-01-15 to 2025-01-20
DUP000645,TXN000635,2025-01-20,2025-01-17 to 2025-01-20
DUP000803,TXN001472,2025-01-20,2025-01-15 to 2025-01-20
DUP000996,TXN019632,2025-01-20,2025-01-16 to 2025-01-20
DUP001004,TXN015780,2025-01-20,2025-01-13 to 2025-01-20
DUP001019,TXN035093,2025-01-20,2025-01-17 to 2025-01-20
DUP001062,TXN036606,2025-01-20,2025-01-14 to 2025-01-20
DUP001063,TXN026461,2025-01-20,2025-01-14 to 2025-01-20
DUP001132,TXN038649,2025-01-20,2025-01-18 to 2025-01-20
DUP001215,TXN034788,2025-01-20,2025-01-17 to 2025-01-20
DUP001263,TXN038094,2025-01-20,2025-01-16 to 2025-01-20
DUP001270,TXN012186,2025-01-20,2025-01-14 to 2025-01-20
DUP001285,TXN001713,2025-01-20,2025-01-18 to 2025-01-20
DUP001327,TXN001586,2025-01-20,2025-01-16 to 2025-01-20
DUP001334,TXN014228,2025-01-20,2025-01-14 to 2025-01-20
DUP001358,TXN029767,2025-01-20,2025-01-19 to 2025-01-20
DUP001362,TXN001754,2025-01-20,2025-01-18 to 2025-01-20
DUP001413,TXN037805,2025-01-20,2025-01-14 to 2025-01-20
DUP001457,TXN026561,2025-01-20,2025-01-19 to 2025-01-20
DUP001472,TXN032716,2025-01-20,2025-01-18 to 2025-01-20
DUP001609,TXN013920,2025-01-20,2025-01-17 to 2025-01-20
DUP001643,TXN038051,2025-01-20,2025-01-15 to 2025-01-20
DUP001680,TXN032346,2025-01-20,2025-01-13 to 2025-01-20
DUP001709,TXN006996,2025-01-20,2025-01-17 to 2025-01-20
DUP001716,TXN020512,2025-01-20,2025-01-15 to 2025-01-20
DUP001721,TXN024101,2025-01-20,2025-01-15 to 2025-01-20
DUP001757,TXN004273,2025-01-20,2025-01-13 to 2025-01-20
DUP001781,TXN029769,2025-01-20,2025-01-17 to 2025-01-20
DUP001799,TXN017436,2025-01-20,2025-01-16 to 2025-01-20
DUP001810,TXN035535,2025-01-20,2025-01-13 to 2025-01-20
DUP001825,TXN026095,2025-01-20,2025-01-14 to 2025-01-20
DUP001834,TXN031338,2025-01-20,2025-01-13 to 2025-01-20
DUP001957,TXN017152,2025-01-20,2025-01-15 to 2025-01-20
DUP002042,TXN008223,2025-01-20,2025-01-18 to 2025-01-20
DUP002076,TXN004771,2025-01-20,2025-01-13 to 2025-01-20
DUP002178,TXN031282,2025-01-20,2025-01-19 to 2025-01-20
DUP002198,TXN021669,2025-01-20,2025-01-15 to 2025-01-20
DUP002205,TXN017453,2025-01-20,2025-01-13 to 2025-01-20
DUP002223,TXN013158,2025-01-20,2025-01-18 to 2025-01-20
DUP002284,TXN014993,2025-01-20,2025-01-16 to 2025-01-20
DUP002317,TXN025974,2025-01-20,2025-01-18 to 2025-01-20
DUP002319,TXN008430,2025-01-20,2025-01-18 to 2025-01-20
DUP002384,TXN024545,2025-01-20,2025-01-15 to 2025-01-20
DUP002386,TXN008768,2025-01-20,2025-01-19 to 2025-01-20
DUP002423,TXN027484,2025-01-20,2025-01-15 to 2025-01-20
DUP002495,TXN002434,2025-01-20,2025-01-18 to 2025-01-20
DUP002517,TXN032626,2025-01-20,2025-01-14 to 2025-01-20
DUP002626,TXN009085,2025-01-20,2025-01-17 to 2025-01-20
DUP002651,TXN009726,2025-01-20,2025-01-18 to 2025-01-20
DUP002725,TXN026137,2025-01-20,2025-01-14 to 2025-01-20
DUP002759,TXN036180,2025-01-20,2025-01-15 to 2025-01-20
DUP002766,TXN023510,2025-01-20,2025-01-15 to 2025-01-20
DUP002787,TXN016694,2025-01-20,2025-01-15 to 2025-01-20
DUP002933,TXN030958,2025-01-20,2025-01-13 to 2025-01-20
DUP002959,TXN004062,2025-01-20,2025-01-18 to 2025-01-20
DUP003013,TXN012810,2025-01-20,2025-01-13 to 2025-01-20
DUP003114,TXN033096,2025-01-20,2025-01-17 to 2025-01-20
DUP003322,TXN016393,2025-01-20,2025-01-15 to 2025-01-20
DUP003324,TXN001181,2025-01-20,2025-01-16 to 2025-01-20
DUP003325,TXN021400,2025-01-20,2025-01-13 to 2025-01-20
DUP003326,TXN033294,2025-01-20,2025-01-16 to 2025-01-20
DUP003327,TXN022377,2025-01-20,2025-01-15 to 2025-01-20
DUP003392,TXN015790,2025-01-20,2025-01-16 to 2025-01-20
DUP003429,TXN009051,2025-01-20,2025-01-15 to 2025-01-20
DUP003453,TXN031420,2025-01-20,2025-01-14 to 2025-01-20
DUP003484,TXN025760,2025-01-20,2025-01-15 to 2025-01-20
DUP003567,TXN022006,2025-01-20,2025-01-15 to 2025-01-20
DUP003607,TXN026574,2025-01-20,2025-01-16 to 2025-01-20
DUP003710,TXN004284,2025-01-20,2025-01-18 to 2025-01-20
DUP003713,TXN013174,2025-01-20,2025-01-18 to 2025-01-20
DUP003726,TXN014928,2025-01-20,2025-01-16 to 2025-01-20
DUP003747,TXN038417,2025-01-20,2025-01-18 to 2025-01-20
DUP003794,TXN019039,2025-01-20,2025-01-13 to 2025-01-20
DUP003799,TXN032664,2025-01-20,2025-01-18 to 2025-01-20
DUP003910,TXN031388,2025-01-20,2025-01-16 to 2025-01-20
DUP003997,TXN022921,2025-01-20,2025-01-17 to 2025-01-20
DUP004058,TXN014241,2025-01-20,2025-01-15 to 2025-01-20
DUP004068,TXN012372,2025-01-20,2025-01-16 to 2025-01-20
DUP004222,TXN024953,2025-01-20,2025-01-16 to 2025-01-20
DUP004233,TXN017319,2025-01-20,2025-01-17 to 2025-01-20
DUP004236,TXN014361,2025-01-20,2025-01-19 to 2025-01-20
DUP004240,TXN017287,2025-01-20,2025-01-18 to 2025-01-20
DUP004300,TXN006642,2025-01-20,2025-01-19 to 2025-01-20
DUP004306,TXN012179,2025-01-20,2025-01-17 to 2025-01-20
DUP004325,TXN009312,2025-01-20,2025-01-19 to 2025-01-20
DUP004403,TXN016261,2025-01-20,2025-01-17 to 2025-01-20
DUP004404,TXN012085,2025-01-20,2025-01-13 to 2025-01-20
DUP004625,TXN036683,2025-01-20,2025-01-15 to 2025-01-20
DUP004630,TXN001810,2025-01-20,2025-01-19 to 2025-01-20
DUP004646,TXN033227,2025-01-20,2025-01-15 to 2025-01-20
DUP004724,TXN037458,2025-01-20,2025-01-13 to 2025-01-20
DUP004741,TXN002682,2025-01-20,2025-01-14 to 2025-01-20
DUP004781,TXN029880,2025-01-20,2025-01-18 to 2025-01-20
DUP004808,TXN033503,2025-01-20,2025-01-16 to 2025-01-20
DUP004912,TXN004772,2025-01-20,2025-01-19 to 2025-01-20
DUP004983,TXN000534,2025-01-20,2025-01-16 to 2025-01-20
DUP004994,TXN013555,2025-01-20,2025-01-14 to 2025-01-20
DUP005014,TXN008315,2025-01-20,2025-01-16 to 2025-01-20
DUP005063,TXN020035,2025-01-20,2025-01-16 to 2025-01-20
DUP005134,TXN024168,2025-01-20,2025-01-14 to 2025-01-20
DUP005145,TXN019759,2025-01-20,2025-01-19 to 2025-01-20
DUP005153,TXN015041,2025-01-20,2025-01-17 to 2025-01-20
DUP005201,TXN019997,2025-01-20,2025-01-19 to 2025-01-20
DUP005260,TXN003520,2025-01-20,2025-01-16 to 2025-01-20
DUP005262,TXN001730,2025-01-20,2025-01-19 to 2025-01-20
DUP005269,TXN033921,2025-01-20,2025-01-18 to 2025-01-20
DUP005305,TXN033653,2025-01-20,2025-01-16 to 2025-01-20
DUP005331,TXN011215,2025-01-20,2025-01-18 to 2025-01-20
DUP005351,TXN033406,2025-01-20,2025-01-16 to 2025-01-20
DUP005394,TXN032889,2025-01-20,2025-01-16 to 2025-01-20
DUP005469,TXN008298,2025-01-20,2025-01-19 to 2025-01-20
DUP005478,TXN009007,2025-01-20,2025-01-14 to 2025-01-20
DUP005497,TXN014482,2025-01-20,2025-01-13 to 2025-01-20
DUP005569,TXN037784,2025-01-20,2025-01-13 to 2025-01-20
DUP005575,TXN024707,2025-01-20,2025-01-14 to 2025-01-20
DUP005648,TXN001371,2025-01-20,2025-01-19 to 2025-01-20
DUP005656,TXN025372,2025-01-20,2025-01-15 to 2025-01-20
DUP005663,TXN032984,2025-01-20,2025-01-19 to 2025-01-20
DUP005722,TXN034714,2025-01-20,2025-01-15 to 2025-01-20
DUP005727,TXN031375,2025-01-20,2025-01-13 to 2025-01-20
DUP005788,TXN005900,2025-01-20,2025-01-14 to 2025-01-20
DUP005809,TXN031251,2025-01-20,2025-01-14 to 2025-01-20
DUP005852,TXN016656,2025-01-20,2025-01-18 to 2025-01-20
DUP005946,TXN004738,2025-01-20,2025-01-19 to 2025-01-20
DUP006041,TXN033472,2025-01-20,2025-01-18 to 2025-01-20
DUP006047,TXN000788,2025-01-20,2025-01-17 to 2025-01-20
DUP006147,TXN021521,2025-01-20,2025-01-16 to 2025-01-20
DUP006168,TXN032353,2025-01-20,2025-01-19 to 2025-01-20
DUP006189,TXN014039,2025-01-20,2025-01-13 to 2025-01-20
DUP006204,TXN016072,2025-01-20,2025-01-16 to 2025-01-20
DUP006248,TXN017751,2025-01-20,2025-01-13 to 2025-01-20
DUP006291,TXN031002,2025-01-20,2025-01-13 to 2025-01-20
DUP006326,TXN030038,2025-01-20,2025-01-18 to 2025-01-20
DUP006342,TXN003080,2025-01-20,2025-01-17 to 2025-01-20
DUP006356,TXN037558,2025-01-20,2025-01-13 to 2025-01-20
DUP006403,TXN034606,2025-01-20,2025-01-14 to 2025-01-20
DUP006456,TXN018800,2025-01-20,2025-01-17 to 2025-01-20
DUP006460,TXN021076,2025-01-20,2025-01-14 to 2025-01-20
DUP006645,TXN033408,2025-01-20,2025-01-18 to 2025-01-20
DUP006694,TXN019829,2025-01-20,2025-01-18 to 2025-01-20
DUP006708,TXN030017,2025-01-20,2025-01-18 to 2025-01-20
DUP006782,TXN015810,2025-01-20,2025-01-19 to 2025-01-20
DUP006808,TXN014377,2025-01-20,2025-01-17 to 2025-01-20
DUP006849,TXN027160,2025-01-20,2025-01-18 to 2025-01-20
DUP006851,TXN018468,2025-01-20,2025-01-13 to 2025-01-20
DUP006880,TXN016724,2025-01-20,2025-01-18 to 2025-01-20
DUP006927,TXN036870,2025-01-20,2025-01-13 to 2025-01-20
DUP006938,TXN031015,2025-01-20,2025-01-14 to 2025-01-20
DUP006966,TXN007239,2025-01-20,2025-01-18 to 2025-01-20
DUP007126,TXN033288,2025-01-20,2025-01-16 to 2025-01-20
DUP007148,TXN010377,2025-01-20,2025-01-15 to 2025-01-20
DUP007155,TXN000186,2025-01-20,2025-01-13 to 2025-01-20
DUP007290,TXN021868,2025-01-20,2025-01-17 to 2025-01-20
DUP007315,TXN013019,2025-01-20,2025-01-15 to 2025-01-20
DUP007338,TXN005080,2025-01-20,2025-01-18 to 2025-01-20
DUP007349,TXN003872,2025-01-20,2025-01-17 to 2025-01-20
DUP007395,TXN023266,2025-01-20,2025-01-14 to 2025-01-20
DUP007427,TXN015248,2025-01-20,2025-01-14 to 2025-01-20
DUP007458,TXN008873,2025-01-20,2025-01-15 to 2025-01-20
DUP007602,TXN029391,2025-01-20,2025-01-15 to 2025-01-20
DUP007606,TXN009382,2025-01-20,2025-01-14 to 2025-01-20
DUP007675,TXN016973,2025-01-20,2025-01-14 to 2025-01-20
DUP007815,TXN008679,2025-01-20,2025-01-15 to 2025-01-20
DUP007824,TXN000193,2025-01-20,2025-01-15 to 2025-01-20
DUP007846,TXN011412,2025-01-20,2025-01-15 to 2025-01-20
DUP007883,TXN032734,2025-01-20,2025-01-16 to 2025-01-20
DUP007960,TXN037675,2025-01-20,2025-01-18 to 2025-01-20
DUP008028,TXN000314,2025-01-20,2025-01-15 to 2025-01-20
DUP008061,TXN030271,2025-01-20,2025-01-13 to 2025-01-20
DUP008180,TXN000943,2025-01-20,2025-01-14 to 2025-01-20
DUP008240,TXN031812,2025-01-20,2025-01-15 to 2025-01-20
DUP008292,TXN025319,2025-01-20,2025-01-13 to 2025-01-20
DUP008319,TXN000614,2025-01-20,2025-01-18 to 2025-01-20
DUP008371,TXN026089,2025-01-20,2025-01-17 to 2025-01-20
DUP008408,TXN008520,2025-01-20,2025-01-14 to 2025-01-20
DUP008424,TXN006441,2025-01-20,2025-01-18 to 2025-01-20
DUP008480,TXN002929,2025-01-20,2025-01-15 to 2025-01-20
DUP008514,TXN022587,2025-01-20,2025-01-13 to 2025-01-20
DUP008630,TXN011692,2025-01-20,2025-01-16 to 2025-01-20
DUP008647,TXN021287,2025-01-20,2025-01-15 to 2025-01-20
DUP008648,TXN022517,2025-01-20,2025-01-15 to 2025-01-20
DUP008722,TXN023566,2025-01-20,2025-01-14 to 2025-01-20
DUP008731,TXN002031,2025-01-20,2025-01-15 to 2025-01-20
DUP008749,TXN015866,2025-01-20,2025-01-17 to 2025-01-20
DUP008773,TXN022956,2025-01-20,2025-01-13 to 2025-01-20
DUP008811,TXN017691,2025-01-20,2025-01-14 to 2025-01-20
DUP008872,TXN033785,2025-01-20,2025-01-16 to 2025-01-20
DUP008919,TXN016588,2025-01-20,2025-01-13 to 2025-01-20
DUP008974,TXN008760,2025-01-20,2025-01-15 to 2025-01-20
DUP009018,TXN016948,2025-01-20,2025-01-19 to 2025-01-20
DUP009078,TXN020338,2025-01-20,2025-01-19 to 2025-01-20
DUP009088,TXN018937,2025-01-20,2025-01-19 to 2025-01-20
DUP009410,TXN025815,2025-01-20,2025-01-15 to 2025-01-20
DUP009412,TXN012963,2025-01-20,2025-01-13 to 2025-01-20
DUP009418,TXN015190,2025-01-20,2025-01-13 to 2025-01-20
DUP009467,TXN011207,2025-01-20,2025-01-17 to 2025-01-20
DUP009480,TXN011796,2025-01-20,2025-01-15 to 2025-01-20
DUP009546,TXN008321,2025-01-20,2025-01-17 to 2025-01-20
DUP009582,TXN018112,2025-01-20,2025-01-15 to 2025-01-20
DUP009649,TXN035614,2025-01-20,2025-01-14 to 2025-01-20
DUP009669,TXN004084,2025-01-20,2025-01-17 to 2025-01-20
DUP009679,TXN031278,2025-01-20,2025-01-15 to 2025-01-20
DUP009738,TXN023704,2025-01-20,2025-01-15 to 2025-01-20
DUP009773,TXN012441,2025-01-20,2025-01-17 to 2025-01-20
DUP009782,TXN037396,2025-01-20,2025-01-16 to 2025-01-20
DUP010079,TXN015968,2025-01-20,2025-01-18 to 2025-01-20
DUP010089,TXN036354,2025-01-20,2025-01-14 to 2025-01-20
DUP010186,TXN029407,2025-01-20,2025-01-15 to 2025-01-20
DUP010199,TXN029608,2025-01-20,2025-01-14 to 2025-01-20
DUP010229,TXN030299,2025-01-20,2025-01-19 to 2025-01-20
DUP010253,TXN013133,2025-01-20,2025-01-17 to 2025-01-20
DUP010418,TXN014978,2025-01-20,2025-01-13 to 2025-01-20
DUP010447,TXN000709,2025-01-20,2025-01-16 to 2025-01-20
DUP010584,TXN026877,2025-01-20,2025-01-15 to 2025-01-20
DUP010634,TXN033631,2025-01-20,2025-01-13 to 2025-01-20
DUP010663,TXN015787,2025-01-20,2025-01-18 to 2025-01-20
DUP010672,TXN031953,2025-01-20,2025-01-13 to 2025-01-20
DUP010683,TXN031139,2025-01-20,2025-01-15 to 2025-01-20
DUP010713,TXN009374,2025-01-20,2025-01-18 to 2025-01-20
DUP010778,TXN026341,2025-01-20,2025-01-13 to 2025-01-20
DUP010794,TXN016410,2025-01-20,2025-01-15 to 2025-01-20
DUP010832,TXN020288,2025-01-20,2025-01-17 to 2025-01-20
DUP010927,TXN013946,2025-01-20,2025-01-16 to 2025-01-20
DUP010955,TXN022366,2025-01-20,2025-01-14 to 2025-01-20
DUP010973,TXN011937,2025-01-20,2025-01-16 to 2025-01-20
DUP010977,TXN026703,2025-01-20,2025-01-19 to 2025-01-20
DUP011008,TXN005697,2025-01-20,2025-01-13 to 2025-01-20
DUP011044,TXN008031,2025-01-20,2025-01-16 to 2025-01-20
DUP011071,TXN010770,2025-01-20,2025-01-14 to 2025-01-20
DUP011149,TXN000642,2025-01-20,2025-01-17 to 2025-01-20
DUP011159,TXN024892,2025-01-20,2025-01-15 to 2025-01-20
DUP011164,TXN015368,2025-01-20,2025-01-19 to 2025-01-20
DUP011209,TXN026257,2025-01-20,2025-01-18 to 2025-01-20
DUP011247,TXN024582,2025-01-20,2025-01-13 to 2025-01-20
DUP011276,TXN035355,2025-01-20,2025-01-18 to 2025-01-20
DUP011282,TXN026702,2025-01-20,2025-01-15 to 2025-01-20
DUP011286,TXN014666,2025-01-20,2025-01-19 to 2025-01-20
DUP011447,TXN010062,2025-01-20,2025-01-15 to 2025-01-20
DUP011472,TXN039209,2025-01-20,2025-01-14 to 2025-01-20
DUP011495,TXN019258,2025-01-20,2025-01-17 to 2025-01-20
DUP011557,TXN017759,2025-01-20,2025-01-18 to 2025-01-20
DUP011568,TXN003622,2025-01-20,2025-01-19 to 2025-01-20
DUP011576,TXN031207,2025-01-20,2025-01-13 to 2025-01-20
DUP011652,TXN038858,2025-01-20,2025-01-13 to 2025-01-20
DUP011715,TXN031834,2025-01-20,2025-01-19 to 2025-01-20
DUP000026,TXN023087,2025-01-21,2025-01-16 to 2025-01-21
DUP000082,TXN003007,2025-01-21,2025-01-18 to 2025-01-21
DUP000127,TXN028937,2025-01-21,2025-01-16 to 2025-01-21
DUP000169,TXN016644,2025-01-21,2025-01-18 to 2025-01-21
DUP000274,TXN020217,2025-01-21,2025-01-14 to 2025-01-21
DUP000482,TXN037045,2025-01-21,2025-01-14 to 2025-01-21
DUP000506,TXN038034,2025-01-21,2025-01-15 to 2025-01-21
DUP000644,TXN012504,2025-01-21,2025-01-20 to 2025-01-21
DUP000649,TXN023981,2025-01-21,2025-01-19 to 2025-01-21
DUP000698,TXN002489,2025-01-21,2025-01-20 to 2025-01-21
DUP000710,TXN038984,2025-01-21,2025-01-18 to 2025-01-21
DUP000752,TXN008685,2025-01-21,2025-01-17 to 2025-01-21
DUP000797,TXN001095,2025-01-21,2025-01-20 to 2025-01-21
DUP000856,TXN013181,2025-01-21,2025-01-18 to 2025-01-21
DUP000863,TXN033981,2025-01-21,2025-01-15 to 2025-01-21
DUP000936,TXN007504,2025-01-21,2025-01-17 to 2025-01-21
DUP001023,TXN001175,2025-01-21,2025-01-18 to 2025-01-21
DUP001058,TXN006577,2025-01-21,2025-01-14 to 2025-01-21
DUP001106,TXN032851,2025-01-21,2025-01-14 to 2025-01-21
DUP001144,TXN028070,2025-01-21,2025-01-15 to 2025-01-21
DUP001298,TXN013703,2025-01-21,2025-01-18 to 2025-01-21
DUP001306,TXN015565,2025-01-21,2025-01-16 to 2025-01-21
DUP001311,TXN038490,2025-01-21,2025-01-14 to 2025-01-21
DUP001320,TXN021211,2025-01-21,2025-01-14 to 2025-01-21
DUP001321,TXN007053,2025-01-21,2025-01-19 to 2025-01-21
DUP001330,TXN026034,2025-01-21,2025-01-18 to 2025-01-21
DUP001343,TXN037165,2025-01-21,2025-01-18 to 2025-01-21
DUP001374,TXN028072,2025-01-21,2025-01-15 to 2025-01-21
DUP001382,TXN022178,2025-01-21,2025-01-16 to 2025-01-21
DUP001399,TXN008877,2025-01-21,2025-01-17 to 2025-01-21
DUP001475,TXN006311,2025-01-21,2025-01-14 to 2025-01-21
DUP001511,TXN000686,2025-01-21,2025-01-19 to 2025-01-21
DUP001589,TXN006032,2025-01-21,2025-01-18 to 2025-01-21
DUP001632,TXN022517,2025-01-21,2025-01-15 to 2025-01-21
