symbol,date,open,high,low,close,volume,vwap,vwap_vs_close_diff,notes
ES,2024-11-14,4728.21,4758.9,4702.47,4738.56,1695372,4732.04,-6.52,VWAP reference for TCA analysis
YM,2024-11-18,5623.94,5663.21,5535.54,5627.41,4715366,5612.52,-14.89,VWAP reference for TCA analysis
YM,2024-11-01,4523.94,4610.88,4447.0,4494.6,662361,4519.1,24.5,VWAP reference for TCA analysis
ES,2024-11-14,4991.46,5025.48,4923.68,5004.36,398696,4986.24,-18.12,VWAP reference for TCA analysis
ES,2024-11-10,5916.54,5976.55,5826.98,5899.73,4421381,5904.95,5.22,VWAP reference for TCA analysis
ES,2024-11-01,5282.36,5291.69,5216.82,5271.36,4288446,5265.56,-5.8,VWAP reference for TCA analysis
YM,2024-11-22,5592.82,5617.4,5537.39,5606.19,1331384,5588.45,-17.74,VWAP reference for TCA analysis
NQ,2024-11-12,5652.16,5724.01,5625.95,5721.14,617943,5680.81,-40.33,VWAP reference for TCA analysis
ES,2024-11-09,4539.58,4594.52,4454.46,4524.22,972615,4528.2,3.98,VWAP reference for TCA analysis
YM,2024-11-01,5450.72,5486.57,5425.04,5486.35,1500752,5462.17,-24.18,VWAP reference for TCA analysis
NQ,2024-11-22,5018.97,5088.96,4919.02,4985.28,3183053,5003.06,17.78,VWAP reference for TCA analysis
ES,2024-11-26,5541.46,5629.44,5496.46,5502.15,4520705,5542.38,40.23,VWAP reference for TCA analysis
NQ,2024-11-05,5165.88,5215.14,5108.1,5143.53,591003,5158.16,14.63,VWAP reference for TCA analysis
ES,2024-11-17,5884.93,5991.02,5871.98,5930.67,758563,5919.65,-11.02,VWAP reference for TCA analysis
RTY,2024-11-30,4919.61,5012.68,4905.12,4943.88,985291,4945.32,1.44,VWAP reference for TCA analysis
ES,2024-11-24,5066.39,5078.39,5019.74,5063.19,1143948,5056.93,-6.26,VWAP reference for TCA analysis
YM,2024-11-25,5090.73,5191.44,5074.23,5173.78,3838277,5132.54,-41.24,VWAP reference for TCA analysis
NQ,2024-11-16,4919.46,4950.46,4913.52,4931.42,1471420,4928.72,-2.7,VWAP reference for TCA analysis
RTY,2024-11-03,4533.64,4608.75,4519.64,4527.55,4493499,4547.39,19.84,VWAP reference for TCA analysis
NQ,2024-11-08,5845.81,5905.08,5814.65,5814.81,748560,5845.09,30.28,VWAP reference for TCA analysis
ES,2024-11-21,4794.32,4815.03,4788.15,4788.84,2376967,4796.58,7.74,VWAP reference for TCA analysis
YM,2024-11-10,5240.59,5303.06,5141.36,5243.14,2104876,5232.04,-11.1,VWAP reference for TCA analysis
NQ,2024-11-06,5830.23,5925.76,5733.52,5857.71,2498501,5836.81,-20.9,VWAP reference for TCA analysis
ES,2024-11-19,5341.65,5379.22,5279.76,5303.74,4577687,5326.09,22.35,VWAP reference for TCA analysis
RTY,2024-11-24,5998.12,6051.53,5969.45,6019.62,3892014,6009.68,-9.94,VWAP reference for TCA analysis
YM,2024-11-18,4650.76,4713.02,4648.63,4686.79,3344070,4674.8,-11.99,VWAP reference for TCA analysis
ES,2024-11-01,4616.65,4649.29,4580.16,4601.87,1898273,4611.99,10.12,VWAP reference for TCA analysis
NQ,2024-11-17,4584.94,4660.59,4504.69,4647.77,3932067,4599.5,-48.27,VWAP reference for TCA analysis
YM,2024-11-07,5429.89,5432.94,5341.72,5356.73,3607030,5390.32,33.59,VWAP reference for TCA analysis
NQ,2024-11-05,5627.71,5706.37,5601.43,5602.47,3273179,5634.5,32.03,VWAP reference for TCA analysis
NQ,2024-11-28,5670.69,5738.56,5617.61,5653.99,4394085,5670.21,16.22,VWAP reference for TCA analysis
NQ,2024-11-23,5970.06,6073.15,5946.95,5955.04,3619385,5986.3,31.26,VWAP reference for TCA analysis
RTY,2024-11-09,5278.59,5336.83,5187.56,5276.17,4910358,5269.79,-6.38,VWAP reference for TCA analysis
YM,2024-11-01,5779.86,5792.48,5685.48,5702.3,1520989,5740.03,37.73,VWAP reference for TCA analysis
NQ,2024-11-12,5012.01,5032.85,4988.7,5027.99,1034968,5015.39,-12.6,VWAP reference for TCA analysis
ES,2024-11-12,5344.52,5383.1,5328.45,5368.32,3196025,5356.1,-12.22,VWAP reference for TCA analysis
NQ,2024-11-22,5992.79,6004.51,5971.08,5980.8,3335014,5987.29,6.49,VWAP reference for TCA analysis
ES,2024-11-20,4609.68,4635.38,4551.86,4631.98,3053062,4607.23,-24.75,VWAP reference for TCA analysis
NQ,2024-11-17,4590.31,4592.4,4504.19,4555.95,4890635,4560.71,4.76,VWAP reference for TCA analysis
RTY,2024-11-28,5821.41,5843.56,5756.68,5803.78,1238855,5806.36,2.58,VWAP reference for TCA analysis
RTY,2024-11-08,5465.44,5472.28,5394.32,5419.62,4885345,5437.91,18.29,VWAP reference for TCA analysis
NQ,2024-11-08,4416.21,4448.53,4361.62,4409.9,2665263,4409.07,-0.83,VWAP reference for TCA analysis
YM,2024-11-29,4798.24,4861.19,4756.45,4804.91,2913337,4805.2,0.29,VWAP reference for TCA analysis
RTY,2024-11-09,5272.29,5361.55,5206.21,5248.36,2360647,5272.1,23.74,VWAP reference for TCA analysis
RTY,2024-11-19,4484.8,4570.82,4433.45,4539.32,2814718,4507.1,-32.22,VWAP reference for TCA analysis
RTY,2024-11-16,5027.85,5072.21,5010.46,5035.92,2143726,5036.61,0.69,VWAP reference for TCA analysis
NQ,2024-11-19,4457.62,4506.93,4429.73,4505.1,2200732,4474.84,-30.26,VWAP reference for TCA analysis
ES,2024-11-09,4888.56,4937.18,4799.02,4856.7,2809226,4870.37,13.67,VWAP reference for TCA analysis
NQ,2024-11-13,5308.01,5388.39,5285.71,5343.58,308950,5331.42,-12.16,VWAP reference for TCA analysis
YM,2024-11-26,5231.63,5245.47,5194.5,5226.91,4234055,5224.63,-2.28,VWAP reference for TCA analysis
ES,2024-11-21,5444.89,5447.11,5344.79,5389.32,4129249,5406.53,17.21,VWAP reference for TCA analysis
RTY,2024-11-23,5662.72,5676.19,5635.46,5644.47,3842946,5654.71,10.24,VWAP reference for TCA analysis
ES,2024-11-25,5161.45,5168.12,5076.24,5086.15,521066,5122.99,36.84,VWAP reference for TCA analysis
ES,2024-11-12,5358.96,5418.47,5270.96,5310.28,622060,5339.67,29.39,VWAP reference for TCA analysis
NQ,2024-11-21,5744.61,5847.45,5670.76,5776.77,2555768,5759.9,-16.87,VWAP reference for TCA analysis
RTY,2024-11-02,5868.51,5962.12,5849.64,5943.55,4968598,5905.95,-37.6,VWAP reference for TCA analysis
YM,2024-11-08,4550.71,4609.45,4474.12,4558.53,634765,4548.2,-10.33,VWAP reference for TCA analysis
NQ,2024-11-24,5178.15,5203.01,5158.49,5194.51,486490,5183.54,-10.97,VWAP reference for TCA analysis
NQ,2024-11-03,5644.28,5650.44,5593.61,5645.24,1888382,5633.39,-11.85,VWAP reference for TCA analysis
RTY,2024-11-14,5516.81,5590.66,5419.43,5549.13,1889924,5519.01,-30.12,VWAP reference for TCA analysis
RTY,2024-11-11,4864.3,4877.64,4800.05,4859.87,895275,4850.47,-9.4,VWAP reference for TCA analysis
ES,2024-11-28,5927.06,6000.36,5915.48,5998.11,1006094,5960.25,-37.86,VWAP reference for TCA analysis
NQ,2024-11-19,5220.86,5278.41,5194.68,5277.96,2475025,5242.98,-34.98,VWAP reference for TCA analysis
NQ,2024-11-30,4982.26,5069.23,4926.57,4998.08,4187000,4994.03,-4.05,VWAP reference for TCA analysis
RTY,2024-11-22,5554.31,5644.36,5534.69,5615.2,3682781,5587.14,-28.06,VWAP reference for TCA analysis
ES,2024-11-23,4908.44,4910.47,4893.06,4902.6,3961343,4903.64,1.04,VWAP reference for TCA analysis
RTY,2024-11-06,5894.31,5914.97,5856.44,5883.99,3782639,5887.43,3.44,VWAP reference for TCA analysis
YM,2024-11-23,5149.85,5188.77,5049.38,5128.97,4344289,5129.24,0.27,VWAP reference for TCA analysis
RTY,2024-11-25,5519.07,5563.61,5435.56,5463.19,1481790,5495.36,32.17,VWAP reference for TCA analysis
NQ,2024-11-05,5692.35,5712.83,5650.48,5673.39,2655860,5682.26,8.87,VWAP reference for TCA analysis
ES,2024-11-22,4764.5,4827.71,4757.62,4824.83,3052216,4793.66,-31.17,VWAP reference for TCA analysis
NQ,2024-11-30,4597.56,4643.41,4560.41,4568.11,1296001,4592.37,24.26,VWAP reference for TCA analysis
NQ,2024-11-27,5230.46,5299.81,5203.26,5262.59,656273,5249.03,-13.56,VWAP reference for TCA analysis
NQ,2024-11-24,5860.05,5941.71,5847.56,5869.47,2215707,5879.7,10.23,VWAP reference for TCA analysis
ES,2024-11-11,4800.88,4842.24,4724.88,4804.04,179547,4793.01,-11.03,VWAP reference for TCA analysis
YM,2024-11-21,5195.83,5299.14,5177.59,5181.91,4746712,5213.62,31.71,VWAP reference for TCA analysis
RTY,2024-11-03,4985.34,5005.54,4959.49,4992.07,1449225,4985.61,-6.46,VWAP reference for TCA analysis
NQ,2024-11-14,4506.81,4516.6,4490.36,4515.06,1968842,4507.21,-7.85,VWAP reference for TCA analysis
RTY,2024-11-23,5446.81,5470.88,5395.73,5452.12,4462344,5441.39,-10.73,VWAP reference for TCA analysis
RTY,2024-11-10,4807.38,4879.17,4731.45,4788.72,1083250,4801.68,12.96,VWAP reference for TCA analysis
ES,2024-11-16,5633.37,5701.02,5537.62,5642.68,3881178,5628.67,-14.01,VWAP reference for TCA analysis
ES,2024-11-24,5612.52,5626.31,5557.13,5606.43,1118756,5600.6,-5.83,VWAP reference for TCA analysis
NQ,2024-11-04,5021.56,5064.28,4922.63,4937.41,4099690,4986.47,49.06,VWAP reference for TCA analysis
YM,2024-11-08,4638.77,4724.38,4564.16,4597.31,2858402,4631.16,33.85,VWAP reference for TCA analysis
YM,2024-11-01,4600.88,4684.28,4509.93,4612.19,715676,4601.82,-10.37,VWAP reference for TCA analysis
NQ,2024-11-05,5165.72,5252.51,5116.68,5157.15,1488442,5173.01,15.86,VWAP reference for TCA analysis
NQ,2024-11-22,4524.47,4572.41,4447.95,4467.61,2573450,4503.11,35.5,VWAP reference for TCA analysis
RTY,2024-11-21,5296.68,5399.72,5223.81,5367.45,1339774,5321.92,-45.53,VWAP reference for TCA analysis
YM,2024-11-24,5201.65,5256.47,5193.57,5255.7,197490,5226.85,-28.85,VWAP reference for TCA analysis
ES,2024-11-28,5199.68,5276.78,5136.31,5267.41,4082373,5220.05,-47.36,VWAP reference for TCA analysis
ES,2024-11-28,5810.89,5895.06,5712.75,5811.66,4642603,5807.59,-4.07,VWAP reference for TCA analysis
ES,2024-11-16,5983.69,6078.92,5978.74,6035.41,1945578,6019.19,-16.22,VWAP reference for TCA analysis
NQ,2024-11-05,4574.3,4612.42,4527.67,4608.0,1091873,4580.6,-27.4,VWAP reference for TCA analysis
RTY,2024-11-11,5549.23,5634.26,5475.43,5478.37,1098422,5534.32,55.95,VWAP reference for TCA analysis
ES,2024-11-04,4500.35,4546.96,4440.1,4532.38,3323120,4504.95,-27.43,VWAP reference for TCA analysis
NQ,2024-11-20,4852.83,4924.64,4832.37,4845.11,2051083,4863.74,18.63,VWAP reference for TCA analysis
ES,2024-11-13,5023.72,5067.69,4948.89,4964.0,2180783,5001.07,37.07,VWAP reference for TCA analysis
YM,2024-11-09,5979.75,5980.05,5916.38,5978.55,2670962,5963.68,-14.87,VWAP reference for TCA analysis
NQ,2024-11-05,5365.23,5434.03,5260.63,5349.21,3318650,5352.27,3.06,VWAP reference for TCA analysis
NQ,2024-11-25,4564.38,4579.36,4492.0,4518.55,1464259,4538.57,20.02,VWAP reference for TCA analysis
RTY,2024-11-11,4455.02,4485.67,4372.02,4444.25,3224190,4439.24,-5.01,VWAP reference for TCA analysis
ES,2024-11-03,5454.79,5544.58,5443.67,5446.4,940471,5472.36,25.96,VWAP reference for TCA analysis
ES,2024-11-15,5085.88,5098.63,5072.52,5098.49,4775265,5088.88,-9.61,VWAP reference for TCA analysis
NQ,2024-11-14,5617.18,5619.53,5562.86,5595.32,1306490,5598.72,3.4,VWAP reference for TCA analysis
NQ,2024-11-03,4988.75,5033.63,4902.1,5010.21,338099,4983.67,-26.54,VWAP reference for TCA analysis
NQ,2024-11-04,4561.41,4612.78,4485.15,4509.48,4359057,4542.2,32.72,VWAP reference for TCA analysis
RTY,2024-11-20,4447.1,4530.79,4396.35,4416.82,631766,4447.76,30.94,VWAP reference for TCA analysis
YM,2024-11-23,5366.12,5443.2,5262.14,5265.69,2609992,5334.29,68.6,VWAP reference for TCA analysis
YM,2024-11-03,5777.19,5797.63,5674.93,5735.28,656920,5746.26,10.98,VWAP reference for TCA analysis
RTY,2024-11-06,4423.1,4461.97,4413.71,4427.84,1661203,4431.65,3.81,VWAP reference for TCA analysis
YM,2024-11-17,4444.59,4531.55,4394.02,4407.86,363302,4444.51,36.65,VWAP reference for TCA analysis
YM,2024-11-13,5467.66,5484.66,5363.97,5398.84,4161201,5428.78,29.94,VWAP reference for TCA analysis
ES,2024-11-03,5559.45,5635.42,5476.28,5536.88,112277,5552.01,15.13,VWAP reference for TCA analysis
NQ,2024-11-22,5132.86,5148.74,5109.89,5128.24,4604315,5129.93,1.69,VWAP reference for TCA analysis
NQ,2024-11-24,5272.83,5302.98,5201.82,5207.65,3630965,5246.32,38.67,VWAP reference for TCA analysis
ES,2024-11-16,5209.26,5235.66,5193.11,5210.75,1941358,5212.19,1.44,VWAP reference for TCA analysis
ES,2024-11-01,5459.38,5492.47,5388.5,5467.63,2078904,5451.99,-15.64,VWAP reference for TCA analysis
RTY,2024-11-06,4753.88,4797.15,4713.81,4733.76,4862574,4749.65,15.89,VWAP reference for TCA analysis
YM,2024-11-20,5386.23,5447.59,5297.98,5347.36,3798878,5369.79,22.43,VWAP reference for TCA analysis
YM,2024-11-20,4661.6,4712.81,4659.7,4683.45,2197645,4679.39,-4.06,VWAP reference for TCA analysis
YM,2024-11-04,4524.65,4558.48,4456.57,4547.37,606063,4521.77,-25.6,VWAP reference for TCA analysis
RTY,2024-11-29,5906.83,5993.03,5856.8,5859.53,1897111,5904.05,44.52,VWAP reference for TCA analysis
YM,2024-11-18,4529.81,4545.36,4442.62,4478.63,491516,4499.11,20.48,VWAP reference for TCA analysis
NQ,2024-11-10,4728.94,4772.66,4640.32,4718.08,3159992,4715.0,-3.08,VWAP reference for TCA analysis
NQ,2024-11-07,4463.77,4522.37,4456.43,4508.48,1130222,4487.76,-20.72,VWAP reference for TCA analysis
YM,2024-11-08,5184.67,5230.69,5090.06,5175.51,3243716,5170.23,-5.28,VWAP reference for TCA analysis
RTY,2024-11-15,5127.42,5181.78,5032.31,5107.08,3232322,5112.15,5.07,VWAP reference for TCA analysis
NQ,2024-11-05,4960.43,4968.42,4937.84,4957.41,3992720,4956.02,-1.39,VWAP reference for TCA analysis
YM,2024-11-18,4935.83,4987.58,4896.38,4943.57,736510,4940.84,-2.73,VWAP reference for TCA analysis
ES,2024-11-06,5210.56,5276.64,5134.67,5200.47,625282,5205.59,5.12,VWAP reference for TCA analysis
ES,2024-11-18,5680.71,5695.83,5656.22,5657.0,3533455,5672.44,15.44,VWAP reference for TCA analysis
YM,2024-11-08,4603.05,4614.97,4592.35,4599.8,3559665,4602.54,2.74,VWAP reference for TCA analysis
ES,2024-11-18,5402.58,5431.66,5382.21,5415.12,3261947,5407.89,-7.23,VWAP reference for TCA analysis
RTY,2024-11-14,4685.04,4707.26,4642.98,4692.19,372620,4681.87,-10.32,VWAP reference for TCA analysis
NQ,2024-11-10,5129.38,5225.33,5112.05,5132.06,821204,5149.7,17.64,VWAP reference for TCA analysis
RTY,2024-11-10,4883.63,4946.82,4868.33,4896.54,177971,4898.83,2.29,VWAP reference for TCA analysis
YM,2024-11-28,5661.13,5689.89,5555.83,5563.15,4121230,5617.5,54.35,VWAP reference for TCA analysis
RTY,2024-11-13,4835.24,4888.33,4788.92,4823.31,1071419,4833.95,10.64,VWAP reference for TCA analysis
NQ,2024-11-13,5552.32,5632.48,5513.03,5573.4,2025979,5567.81,-5.59,VWAP reference for TCA analysis
YM,2024-11-07,5957.63,6025.13,5888.11,5910.7,4775170,5945.39,34.69,VWAP reference for TCA analysis
ES,2024-11-23,5350.28,5360.06,5259.33,5291.98,3278032,5315.41,23.43,VWAP reference for TCA analysis
NQ,2024-11-28,5782.79,5871.4,5757.34,5779.84,2001756,5797.84,18.0,VWAP reference for TCA analysis
ES,2024-11-26,4608.71,4687.15,4517.6,4562.33,1123106,4593.95,31.62,VWAP reference for TCA analysis
RTY,2024-11-15,4706.1,4774.81,4626.55,4627.4,4842380,4683.72,56.32,VWAP reference for TCA analysis
ES,2024-11-11,5036.03,5053.99,4994.08,5035.05,420773,5029.79,-5.26,VWAP reference for TCA analysis
NQ,2024-11-09,4561.64,4565.51,4547.32,4560.45,2272691,4558.73,-1.72,VWAP reference for TCA analysis
NQ,2024-11-30,5309.74,5331.9,5272.98,5304.35,1854226,5304.74,0.39,VWAP reference for TCA analysis
NQ,2024-11-07,4747.68,4752.44,4653.71,4707.24,1836699,4715.27,8.03,VWAP reference for TCA analysis
RTY,2024-11-11,5599.3,5650.39,5501.89,5545.31,3773030,5574.22,28.91,VWAP reference for TCA analysis
YM,2024-11-05,4708.16,4716.87,4635.55,4662.12,1945871,4680.67,18.55,VWAP reference for TCA analysis
YM,2024-11-25,4573.3,4583.0,4543.99,4544.18,347199,4561.12,16.94,VWAP reference for TCA analysis
YM,2024-11-18,4578.1,4622.87,4524.09,4539.25,1220266,4566.08,26.83,VWAP reference for TCA analysis
ES,2024-11-05,5932.93,6025.0,5879.16,5915.58,494113,5938.17,22.59,VWAP reference for TCA analysis
RTY,2024-11-24,4685.01,4766.02,4597.05,4632.5,2449506,4670.15,37.65,VWAP reference for TCA analysis
NQ,2024-11-13,4493.11,4552.21,4407.88,4514.9,2853818,4492.02,-22.88,VWAP reference for TCA analysis
RTY,2024-11-15,5374.99,5469.52,5323.24,5382.02,2073287,5387.44,5.42,VWAP reference for TCA analysis
ES,2024-11-16,4557.31,4629.58,4529.86,4604.15,4452976,4580.23,-23.92,VWAP reference for TCA analysis
ES,2024-11-24,4861.36,4945.05,4852.72,4913.55,508294,4893.17,-20.38,VWAP reference for TCA analysis
NQ,2024-11-26,5032.33,5108.88,4947.73,5086.45,2802927,5043.85,-42.6,VWAP reference for TCA analysis
RTY,2024-11-20,5300.19,5387.33,5223.82,5367.36,1709123,5319.68,-47.68,VWAP reference for TCA analysis
RTY,2024-11-25,5296.39,5379.82,5272.72,5371.35,3600440,5330.07,-41.28,VWAP reference for TCA analysis
RTY,2024-11-21,4684.15,4709.24,4615.36,4667.72,423021,4669.12,1.4,VWAP reference for TCA analysis
YM,2024-11-29,4918.23,4946.63,4886.86,4906.9,4578417,4914.66,7.76,VWAP reference for TCA analysis
YM,2024-11-04,5472.64,5480.66,5428.08,5472.34,3280442,5463.43,-8.91,VWAP reference for TCA analysis
NQ,2024-11-06,5211.72,5250.0,5184.34,5221.57,132411,5216.91,-4.66,VWAP reference for TCA analysis
RTY,2024-11-11,5453.65,5464.85,5384.83,5463.14,3753216,5441.62,-21.52,VWAP reference for TCA analysis
YM,2024-11-01,5349.79,5430.4,5304.77,5335.12,1959652,5355.02,19.9,VWAP reference for TCA analysis
YM,2024-11-21,5533.93,5578.28,5468.08,5491.35,2925464,5517.91,26.56,VWAP reference for TCA analysis
NQ,2024-11-01,4566.21,4623.17,4527.58,4534.36,2990711,4562.83,28.47,VWAP reference for TCA analysis
NQ,2024-11-14,4576.54,4640.22,4532.87,4617.87,3578542,4591.88,-25.99,VWAP reference for TCA analysis
RTY,2024-11-04,5112.61,5197.1,5042.95,5119.95,2562431,5118.15,-1.8,VWAP reference for TCA analysis
YM,2024-11-01,5551.17,5600.85,5486.44,5534.53,1472061,5543.25,8.72,VWAP reference for TCA analysis
YM,2024-11-20,5829.61,5833.22,5724.98,5792.29,2951735,5795.02,2.73,VWAP reference for TCA analysis
NQ,2024-11-24,4734.97,4793.91,4734.65,4774.62,3934930,4759.54,-15.08,VWAP reference for TCA analysis
ES,2024-11-30,5126.39,5225.77,5058.68,5160.35,3876786,5142.8,-17.55,VWAP reference for TCA analysis
NQ,2024-11-21,5050.1,5060.97,5012.34,5052.17,3550074,5043.9,-8.27,VWAP reference for TCA analysis
RTY,2024-11-07,5206.93,5225.17,5196.92,5201.93,4053428,5207.74,5.81,VWAP reference for TCA analysis
NQ,2024-11-16,4739.47,4782.61,4726.84,4780.62,1276315,4757.39,-23.23,VWAP reference for TCA analysis
ES,2024-11-10,5579.07,5684.9,5571.93,5635.03,1462553,5617.73,-17.3,VWAP reference for TCA analysis
ES,2024-11-09,5548.76,5574.89,5452.22,5452.42,3862487,5507.07,54.65,VWAP reference for TCA analysis
RTY,2024-11-29,5873.08,5916.81,5800.27,5881.03,3740619,5867.8,-13.23,VWAP reference for TCA analysis
YM,2024-11-20,5464.14,5524.26,5390.26,5426.86,1053318,5451.38,24.52,VWAP reference for TCA analysis
YM,2024-11-23,5378.16,5394.07,5296.1,5348.14,4013199,5354.12,5.98,VWAP reference for TCA analysis
ES,2024-11-04,5467.53,5494.07,5404.21,5448.57,4268162,5453.59,5.02,VWAP reference for TCA analysis
ES,2024-11-22,5143.98,5243.05,5116.25,5126.95,4126072,5157.56,30.61,VWAP reference for TCA analysis
NQ,2024-11-18,5478.86,5559.51,5389.94,5551.91,2981462,5495.05,-56.86,VWAP reference for TCA analysis
NQ,2024-11-08,4844.68,4888.9,4835.28,4861.2,3140370,4857.52,-3.68,VWAP reference for TCA analysis
ES,2024-11-15,5691.01,5751.34,5682.68,5683.26,3420734,5702.07,18.81,VWAP reference for TCA analysis
ES,2024-11-26,4851.57,4864.65,4826.57,4828.38,1423357,4842.79,14.41,VWAP reference for TCA analysis
NQ,2024-11-14,5174.51,5244.88,5097.84,5214.18,4027579,5182.85,-31.33,VWAP reference for TCA analysis
YM,2024-11-27,4497.5,4568.66,4497.23,4497.58,2087886,4515.24,17.66,VWAP reference for TCA analysis
RTY,2024-11-15,4786.5,4810.33,4722.72,4727.7,4842985,4761.81,34.11,VWAP reference for TCA analysis
NQ,2024-11-08,4683.36,4699.96,4681.75,4693.18,3846562,4689.56,-3.62,VWAP reference for TCA analysis
RTY,2024-11-08,5336.51,5439.43,5253.99,5429.8,4935032,5364.93,-64.87,VWAP reference for TCA analysis
NQ,2024-11-28,4685.79,4746.98,4663.0,4663.19,179155,4689.74,26.55,VWAP reference for TCA analysis
YM,2024-11-12,5073.87,5148.39,5019.49,5112.96,4500272,5088.68,-24.28,VWAP reference for TCA analysis
RTY,2024-11-20,4931.75,4978.87,4872.43,4955.76,1579570,4934.7,-21.06,VWAP reference for TCA analysis
YM,2024-11-03,5213.14,5293.6,5173.37,5263.36,633085,5235.87,-27.49,VWAP reference for TCA analysis
NQ,2024-11-28,5782.3,5788.36,5668.43,5757.29,2174434,5749.1,-8.19,VWAP reference for TCA analysis
RTY,2024-11-22,5153.88,5250.21,5098.89,5131.92,3616584,5158.73,26.81,VWAP reference for TCA analysis
ES,2024-11-22,4866.07,4878.02,4862.79,4875.1,1089188,4870.5,-4.6,VWAP reference for TCA analysis
RTY,2024-11-14,4917.76,5015.2,4838.02,4930.57,4892195,4925.39,-5.18,VWAP reference for TCA analysis
YM,2024-11-09,4435.0,4514.51,4351.48,4388.49,3524376,4422.37,33.88,VWAP reference for TCA analysis
YM,2024-11-24,5711.7,5736.3,5600.88,5609.69,2338686,5664.64,54.95,VWAP reference for TCA analysis
ES,2024-11-01,5975.46,6041.57,5940.3,5945.49,2133704,5975.7,30.21,VWAP reference for TCA analysis
YM,2024-11-01,4403.97,4453.91,4376.62,4448.49,1755121,4420.75,-27.74,VWAP reference for TCA analysis
NQ,2024-11-07,5470.04,5546.21,5366.78,5431.13,3379050,5453.54,22.41,VWAP reference for TCA analysis
